TransactionID,CustomerID,TransactionDate,ProductCategory,Amount,PaymentMethod,CustomerAge,Churned
TXN-11732,CUST-707,2023-03-14 04:00:00,Clothing,114.3,PayPal,52.0,0
TXN-11733,CUST-314,2023-03-14 05:00:00,Books,91.67,UPI,,1
TXN-11734,CUST-783,2023-03-14 06:00:00,Clothing,53.55,UPI,52.0,0
TXN-11735,CUST-975,2023-03-14 07:00:00,Books,109.57,Credit Card,60.0,0
TXN-11736,CUST-781,2023-03-14 08:00:00,Electronics,107.05,UPI,18.0,0
TXN-11737,CUST-104,2023-03-14 09:00:00,Clothing,126.92,UPI,52.0,0
TXN-11738,CUST-971,2023-03-14 10:00:00,Electronics,148.99,Debit Card,18.0,0
TXN-11739,CUST-936,2023-03-14 11:00:00,Electronics,87.66,Credit Card,52.0,0
TXN-11740,CUST-971,2023-03-14 12:00:00,Clothing,190.33,UPI,52.0,0
TXN-11741,CUST-605,2023-03-14 13:00:00,Electronics,98.46,UPI,,0
TXN-11742,CUST-971,2023-03-14 14:00:00,Clothing,144.09,PayPal,45.0,0
TXN-11743,CUST-692,2023-03-14 15:00:00,Clothing,123.61,Debit Card,18.0,0
TXN-11744,CUST-876,2023-03-14 16:00:00,Clothing,112.05,Debit Card,18.0,0
TXN-11745,CUST-800,2023-03-14 17:00:00,Home & Kitchen,121.6,PayPal,52.0,0
TXN-11746,CUST-558,2023-03-14 18:00:00,Electronics,82.39,PayPal,18.0,1
TXN-11747,CUST-466,2023-03-14 19:00:00,Beauty,104.5,PayPal,52.0,0
TXN-11748,CUST-561,2023-03-14 20:00:00,Clothing,66.41,PayPal,52.0,1
TXN-11749,CUST-341,2023-03-14 21:00:00,Electronics,98.03,Debit Card,60.0,0
TXN-11750,CUST-571,2023-03-14 22:00:00,Books,101.33,UPI,34.0,1
TXN-11751,CUST-673,2023-03-14 23:00:00,Clothing,153.81,UPI,18.0,0
TXN-11752,CUST-783,2023-03-15 00:00:00,Clothing,106.72,PayPal,,0
TXN-11753,CUST-485,2023-03-15 01:00:00,Beauty,102.08,Credit Card,25.0,0
TXN-11754,CUST-319,2023-03-15 02:00:00,Home & Kitchen,128.8,PayPal,60.0,0
TXN-11755,CUST-591,2023-03-15 03:00:00,Home & Kitchen,127.23,UPI,18.0,0
TXN-11756,CUST-346,2023-03-15 04:00:00,Clothing,96.36,Credit Card,,0
TXN-11757,CUST-367,2023-03-15 05:00:00,Electronics,135.77,PayPal,18.0,0
TXN-11758,CUST-393,2023-03-15 06:00:00,Books,112.85,Credit Card,45.0,0
TXN-11759,CUST-742,2023-03-15 07:00:00,Books,96.29,PayPal,25.0,0
TXN-11760,CUST-261,2023-03-15 08:00:00,Electronics,100.18,Debit Card,25.0,0
TXN-11761,CUST-324,2023-03-15 09:00:00,Clothing,157.97,UPI,,0
TXN-11762,CUST-437,2023-03-15 10:00:00,Books,101.38,PayPal,45.0,0
TXN-11763,CUST-333,2023-03-15 11:00:00,Home & Kitchen,130.45,Credit Card,45.0,0
TXN-11764,CUST-591,2023-03-15 12:00:00,Electronics,68.7,UPI,18.0,1
TXN-11765,CUST-589,2023-03-15 13:00:00,Beauty,164.61,PayPal,34.0,1
TXN-11766,CUST-479,2023-03-15 14:00:00,Clothing,96.68,PayPal,,0
TXN-11767,CUST-591,2023-03-15 15:00:00,Electronics,136.01,PayPal,45.0,0
TXN-11768,CUST-305,2023-03-15 16:00:00,Books,109.94,PayPal,25.0,0
TXN-11769,CUST-445,2023-03-15 17:00:00,Clothing,135.55,Debit Card,,0
TXN-11770,CUST-492,2023-03-15 18:00:00,Home & Kitchen,137.74,UPI,25.0,0
TXN-11771,CUST-314,2023-03-15 19:00:00,Clothing,114.21,Debit Card,18.0,0
TXN-11772,CUST-866,2023-03-15 20:00:00,Clothing,45.36,UPI,,0
TXN-11773,CUST-228,2023-03-15 21:00:00,Home & Kitchen,163.64,PayPal,34.0,0
TXN-11774,CUST-301,2023-03-15 22:00:00,Home & Kitchen,114.4,UPI,52.0,1
TXN-11775,CUST-501,2023-03-15 23:00:00,Clothing,134.72,Credit Card,,1
TXN-11776,CUST-589,2023-03-16 00:00:00,Home & Kitchen,147.67,UPI,45.0,1
TXN-11777,CUST-260,2023-03-16 01:00:00,Electronics,101.71,Credit Card,45.0,0
TXN-11778,CUST-230,2023-03-16 02:00:00,Home & Kitchen,140.69,Credit Card,18.0,0
TXN-11779,CUST-300,2023-03-16 03:00:00,Home & Kitchen,90.1,Debit Card,60.0,1
TXN-11780,CUST-646,2023-03-16 04:00:00,Clothing,135.5,UPI,60.0,0
TXN-11781,CUST-575,2023-03-16 05:00:00,Electronics,120.79,PayPal,34.0,0
TXN-11782,CUST-609,2023-03-16 06:00:00,Beauty,103.1,UPI,25.0,0
TXN-11783,CUST-571,2023-03-16 07:00:00,Beauty,121.88,Debit Card,25.0,0
TXN-11784,CUST-266,2023-03-16 08:00:00,Books,77.79,Credit Card,52.0,0
TXN-11785,CUST-602,2023-03-16 09:00:00,Home & Kitchen,132.36,Credit Card,25.0,1
TXN-11786,CUST-500,2023-03-16 10:00:00,Home & Kitchen,136.51,Debit Card,60.0,0
TXN-11787,CUST-206,2023-03-16 11:00:00,Electronics,133.83,Debit Card,60.0,1
TXN-11788,CUST-319,2023-03-16 12:00:00,Beauty,180.09,UPI,45.0,1
TXN-11789,CUST-571,2023-03-16 13:00:00,Books,116.2,Credit Card,52.0,1
TXN-11790,CUST-665,2023-03-16 14:00:00,Electronics,118.96,Debit Card,34.0,0
TXN-11791,CUST-991,2023-03-16 15:00:00,Home & Kitchen,73.19,UPI,52.0,0
TXN-11792,CUST-367,2023-03-16 16:00:00,Beauty,182.9,UPI,,1
TXN-11793,CUST-918,2023-03-16 17:00:00,Books,60.07,PayPal,34.0,0
TXN-11794,CUST-487,2023-03-16 18:00:00,Clothing,129.14,Credit Card,60.0,0
TXN-11795,CUST-915,2023-03-16 19:00:00,Beauty,95.41,UPI,25.0,0
TXN-11796,CUST-132,2023-03-16 20:00:00,Books,122.49,Debit Card,18.0,0
TXN-11797,CUST-198,2023-03-16 21:00:00,Electronics,67.68,Credit Card,52.0,0
TXN-11798,CUST-330,2023-03-16 22:00:00,Clothing,155.67,Debit Card,52.0,0
TXN-11799,CUST-212,2023-03-16 23:00:00,Books,81.79,Debit Card,45.0,0
TXN-11800,CUST-180,2023-03-17 00:00:00,Books,166.65,UPI,45.0,0
TXN-11801,CUST-663,2023-03-17 01:00:00,Home & Kitchen,82.9,UPI,60.0,1
TXN-11802,CUST-369,2023-03-17 02:00:00,Beauty,159.01,PayPal,34.0,0
TXN-11803,CUST-724,2023-03-17 03:00:00,Home & Kitchen,86.76,Debit Card,18.0,0
TXN-11804,CUST-724,2023-03-17 04:00:00,Clothing,95.42,UPI,,1
TXN-11805,CUST-826,2023-03-17 05:00:00,Books,119.93,PayPal,45.0,0
TXN-11806,CUST-158,2023-03-17 06:00:00,Home & Kitchen,86.08,Credit Card,45.0,1
TXN-11807,CUST-737,2023-03-17 07:00:00,Beauty,84.9,PayPal,25.0,0
TXN-11808,CUST-555,2023-03-17 08:00:00,Clothing,86.55,PayPal,25.0,0
TXN-11809,CUST-324,2023-03-17 09:00:00,Electronics,132.75,Debit Card,60.0,0
TXN-11810,CUST-956,2023-03-17 10:00:00,Home & Kitchen,119.98,Credit Card,60.0,0
TXN-11811,CUST-555,2023-03-17 11:00:00,Clothing,122.11,Debit Card,45.0,0
TXN-11812,CUST-991,2023-03-17 12:00:00,Electronics,107.01,Debit Card,34.0,0
TXN-11813,CUST-700,2023-03-17 13:00:00,Home & Kitchen,141.95,PayPal,,0
TXN-11814,CUST-287,2023-03-17 14:00:00,Clothing,162.0,PayPal,18.0,1
TXN-11815,CUST-848,2023-03-17 15:00:00,Clothing,143.02,UPI,45.0,0
TXN-11816,CUST-487,2023-03-17 16:00:00,Home & Kitchen,111.64,PayPal,34.0,1
TXN-11817,CUST-485,2023-03-17 17:00:00,Clothing,71.17,UPI,34.0,0
TXN-11818,CUST-800,2023-03-17 18:00:00,Books,40.92,Debit Card,45.0,0
TXN-11819,CUST-904,2023-03-17 19:00:00,Home & Kitchen,117.41,PayPal,34.0,1
TXN-11820,CUST-501,2023-03-17 20:00:00,Clothing,40.27,Credit Card,52.0,1
TXN-11821,CUST-558,2023-03-17 21:00:00,Electronics,112.03,Credit Card,34.0,0
TXN-11822,CUST-458,2023-03-17 22:00:00,Electronics,176.1,Debit Card,45.0,1
TXN-11823,CUST-665,2023-03-17 23:00:00,Books,73.86,Debit Card,34.0,0
TXN-11824,CUST-598,2023-03-18 00:00:00,Home & Kitchen,68.56,PayPal,,0
TXN-11825,CUST-842,2023-03-18 01:00:00,Clothing,145.48,UPI,45.0,0
TXN-11826,CUST-487,2023-03-18 02:00:00,Clothing,7.77,PayPal,25.0,1
TXN-11827,CUST-330,2023-03-18 03:00:00,Electronics,135.27,UPI,45.0,1
TXN-11828,CUST-332,2023-03-18 04:00:00,Books,178.74,PayPal,34.0,0
TXN-11829,CUST-809,2023-03-18 05:00:00,Electronics,85.1,Credit Card,45.0,1
TXN-11830,CUST-305,2023-03-18 06:00:00,Electronics,78.23,Credit Card,18.0,1
TXN-11831,CUST-132,2023-03-18 07:00:00,Books,143.6,UPI,45.0,0
TXN-11832,CUST-388,2023-03-18 08:00:00,Home & Kitchen,73.17,PayPal,45.0,0
TXN-11833,CUST-113,2023-03-18 09:00:00,Clothing,152.43,Debit Card,18.0,0
TXN-11834,CUST-430,2023-03-18 10:00:00,Home & Kitchen,76.43,UPI,18.0,0
TXN-11835,CUST-897,2023-03-18 11:00:00,Beauty,190.74,Credit Card,18.0,1
TXN-11836,CUST-473,2023-03-18 12:00:00,Beauty,146.49,UPI,60.0,0
TXN-11837,CUST-897,2023-03-18 13:00:00,Beauty,121.52,PayPal,52.0,0
TXN-11838,CUST-674,2023-03-18 14:00:00,Books,188.43,Debit Card,60.0,0
TXN-11839,CUST-492,2023-03-18 15:00:00,Electronics,161.26,Debit Card,45.0,0
TXN-11840,CUST-646,2023-03-18 16:00:00,Home & Kitchen,134.74,UPI,60.0,0
TXN-11841,CUST-742,2023-03-18 17:00:00,Clothing,45.47,PayPal,60.0,0
TXN-11842,CUST-584,2023-03-18 18:00:00,Beauty,91.94,PayPal,18.0,0
TXN-11843,CUST-848,2023-03-18 19:00:00,Home & Kitchen,163.42,Debit Card,18.0,0
TXN-11844,CUST-485,2023-03-18 20:00:00,Beauty,67.99,Credit Card,25.0,1
TXN-11845,CUST-842,2023-03-18 21:00:00,Beauty,89.37,PayPal,60.0,0
TXN-11846,CUST-479,2023-03-18 22:00:00,Clothing,79.12,Debit Card,52.0,0
TXN-11847,CUST-935,2023-03-18 23:00:00,Books,136.09,Debit Card,45.0,0
TXN-11848,CUST-624,2023-03-19 00:00:00,Electronics,158.54,PayPal,,0
TXN-11849,CUST-121,2023-03-19 01:00:00,Books,158.58,PayPal,,1
TXN-11850,CUST-931,2023-03-19 02:00:00,Home & Kitchen,85.89,UPI,34.0,0
TXN-11851,CUST-152,2023-03-19 03:00:00,Books,135.55,Credit Card,52.0,0
TXN-11852,CUST-663,2023-03-19 04:00:00,Home & Kitchen,84.0,UPI,52.0,0
TXN-11853,CUST-971,2023-03-19 05:00:00,Home & Kitchen,111.58,UPI,25.0,0
TXN-11854,CUST-510,2023-03-19 06:00:00,Electronics,140.81,Debit Card,45.0,1
TXN-11855,CUST-844,2023-03-19 07:00:00,Clothing,162.46,Debit Card,45.0,0
TXN-11856,CUST-748,2023-03-19 08:00:00,Electronics,34.02,Credit Card,18.0,0
TXN-11857,CUST-324,2023-03-19 09:00:00,Books,123.95,UPI,18.0,1
TXN-11858,CUST-781,2023-03-19 10:00:00,Home & Kitchen,176.29,UPI,52.0,0
TXN-11859,CUST-761,2023-03-19 11:00:00,Beauty,129.29,Debit Card,25.0,0
TXN-11860,CUST-781,2023-03-19 12:00:00,Beauty,123.3,Debit Card,45.0,0
TXN-11861,CUST-891,2023-03-19 13:00:00,Home & Kitchen,97.48,PayPal,25.0,0
TXN-11862,CUST-801,2023-03-19 14:00:00,Electronics,175.23,UPI,34.0,1
TXN-11863,CUST-754,2023-03-19 15:00:00,Clothing,99.33,Credit Card,,0
TXN-11864,CUST-199,2023-03-19 16:00:00,Electronics,115.99,UPI,45.0,1
TXN-11865,CUST-256,2023-03-19 17:00:00,Home & Kitchen,101.19,Debit Card,18.0,0
TXN-11866,CUST-747,2023-03-19 18:00:00,Home & Kitchen,124.33,PayPal,52.0,0
TXN-11867,CUST-571,2023-03-19 19:00:00,Clothing,177.03,UPI,25.0,0
TXN-11868,CUST-266,2023-03-19 20:00:00,Books,83.76,Credit Card,,0
TXN-11869,CUST-662,2023-03-19 21:00:00,Books,124.5,Debit Card,,0
TXN-11870,CUST-291,2023-03-19 22:00:00,Clothing,135.64,PayPal,,0
TXN-11871,CUST-369,2023-03-19 23:00:00,Books,87.51,UPI,18.0,1
TXN-11872,CUST-221,2023-03-20 00:00:00,Beauty,117.64,Credit Card,52.0,0
TXN-11873,CUST-473,2023-03-20 01:00:00,Books,194.05,Debit Card,18.0,0
TXN-11874,CUST-510,2023-03-20 02:00:00,Books,49.26,Credit Card,45.0,1
TXN-11875,CUST-829,2023-03-20 03:00:00,Books,103.15,UPI,25.0,1
TXN-11876,CUST-302,2023-03-20 04:00:00,Beauty,130.02,Debit Card,34.0,0
TXN-11877,CUST-677,2023-03-20 05:00:00,Books,104.96,UPI,60.0,1
TXN-11878,CUST-791,2023-03-20 06:00:00,Beauty,235.45,PayPal,,0
TXN-11879,CUST-379,2023-03-20 07:00:00,Clothing,141.95,UPI,18.0,0
TXN-11880,CUST-101,2023-03-20 08:00:00,Electronics,78.23,PayPal,60.0,1
TXN-11881,CUST-430,2023-03-20 09:00:00,Clothing,26.53,UPI,25.0,1
TXN-11882,CUST-342,2023-03-20 10:00:00,Electronics,133.61,Credit Card,45.0,1
TXN-11883,CUST-305,2023-03-20 11:00:00,Clothing,89.78,Credit Card,18.0,1
TXN-11884,CUST-492,2023-03-20 12:00:00,Electronics,171.56,Debit Card,45.0,0
TXN-11885,CUST-664,2023-03-20 13:00:00,Electronics,109.01,Credit Card,34.0,0
TXN-11886,CUST-205,2023-03-20 14:00:00,Home & Kitchen,97.27,Credit Card,,0
TXN-11887,CUST-555,2023-03-20 15:00:00,Electronics,96.59,PayPal,34.0,0
TXN-11888,CUST-120,2023-03-20 16:00:00,Electronics,159.46,Credit Card,,0
TXN-11889,CUST-342,2023-03-20 17:00:00,Home & Kitchen,136.62,PayPal,52.0,0
TXN-11890,CUST-205,2023-03-20 18:00:00,Books,190.24,PayPal,52.0,1
TXN-11891,CUST-575,2023-03-20 19:00:00,Books,111.4,PayPal,52.0,1
TXN-11892,CUST-848,2023-03-20 20:00:00,Home & Kitchen,154.49,UPI,45.0,0
TXN-11893,CUST-506,2023-03-20 21:00:00,Beauty,155.18,PayPal,52.0,0
TXN-11894,CUST-199,2023-03-20 22:00:00,Electronics,146.95,UPI,25.0,0
TXN-11895,CUST-598,2023-03-20 23:00:00,Electronics,99.61,PayPal,60.0,0
TXN-11896,CUST-879,2023-03-21 00:00:00,Home & Kitchen,138.94,UPI,60.0,1
TXN-11897,CUST-829,2023-03-21 01:00:00,Home & Kitchen,116.11,Debit Card,45.0,0
TXN-11898,CUST-510,2023-03-21 02:00:00,Beauty,115.06,Debit Card,45.0,0
TXN-11899,CUST-358,2023-03-21 03:00:00,Books,87.77,UPI,52.0,1
TXN-11900,CUST-478,2023-03-21 04:00:00,Clothing,35.19,Debit Card,,1
TXN-11901,CUST-655,2023-03-21 05:00:00,Books,169.94,Credit Card,60.0,0
TXN-11902,CUST-485,2023-03-21 06:00:00,Electronics,137.26,PayPal,60.0,0
TXN-11903,CUST-343,2023-03-21 07:00:00,Home & Kitchen,66.27,UPI,52.0,1
TXN-11904,CUST-180,2023-03-21 08:00:00,Beauty,148.71,Debit Card,45.0,0
TXN-11905,CUST-180,2023-03-21 09:00:00,Books,170.73,Debit Card,34.0,1
TXN-11906,CUST-120,2023-03-21 10:00:00,Beauty,151.11,Credit Card,,0
TXN-11907,CUST-388,2023-03-21 11:00:00,Books,84.33,PayPal,34.0,0
TXN-11908,CUST-660,2023-03-21 12:00:00,Electronics,90.72,Credit Card,52.0,0
TXN-11909,CUST-978,2023-03-21 13:00:00,Clothing,98.08,UPI,34.0,0
TXN-11910,CUST-289,2023-03-21 14:00:00,Beauty,154.44,Debit Card,25.0,0
TXN-11911,CUST-476,2023-03-21 15:00:00,Beauty,139.16,Debit Card,25.0,0
TXN-11912,CUST-774,2023-03-21 16:00:00,Clothing,231.61,Debit Card,25.0,0
TXN-11913,CUST-485,2023-03-21 17:00:00,Beauty,54.36,Credit Card,45.0,0
TXN-11914,CUST-975,2023-03-21 18:00:00,Beauty,117.9,Credit Card,45.0,0
TXN-11915,CUST-983,2023-03-21 19:00:00,Books,42.89,PayPal,45.0,0
TXN-11916,CUST-134,2023-03-21 20:00:00,Books,143.87,UPI,45.0,1
TXN-11917,CUST-801,2023-03-21 21:00:00,Clothing,162.68,PayPal,45.0,0
TXN-11918,CUST-866,2023-03-21 22:00:00,Electronics,177.68,PayPal,52.0,0
TXN-11919,CUST-447,2023-03-21 23:00:00,Beauty,127.54,Debit Card,34.0,0
TXN-11920,CUST-140,2023-03-22 00:00:00,Electronics,43.47,Credit Card,52.0,1
TXN-11921,CUST-330,2023-03-22 01:00:00,Clothing,117.99,UPI,34.0,0
TXN-11922,CUST-906,2023-03-22 02:00:00,Clothing,137.47,PayPal,52.0,0
TXN-11923,CUST-319,2023-03-22 03:00:00,Books,79.79,UPI,25.0,0
TXN-11924,CUST-132,2023-03-22 04:00:00,Beauty,109.4,Debit Card,18.0,0
TXN-11925,CUST-742,2023-03-22 05:00:00,Home & Kitchen,68.92,PayPal,45.0,0
TXN-11926,CUST-872,2023-03-22 06:00:00,Clothing,95.49,Credit Card,18.0,0
TXN-11927,CUST-212,2023-03-22 07:00:00,Beauty,156.5,PayPal,18.0,0
TXN-11928,CUST-835,2023-03-22 08:00:00,Electronics,147.21,Debit Card,25.0,0
TXN-11929,CUST-674,2023-03-22 09:00:00,Books,64.19,PayPal,18.0,0
TXN-11930,CUST-646,2023-03-22 10:00:00,Electronics,91.8,Debit Card,18.0,0
TXN-11931,CUST-866,2023-03-22 11:00:00,Clothing,122.28,PayPal,25.0,0
TXN-11932,CUST-866,2023-03-22 12:00:00,Clothing,129.06,UPI,34.0,0
TXN-11933,CUST-727,2023-03-22 13:00:00,Electronics,93.48,Credit Card,52.0,0
TXN-11934,CUST-566,2023-03-22 14:00:00,Clothing,139.06,Debit Card,60.0,0
TXN-11935,CUST-221,2023-03-22 15:00:00,Beauty,118.59,UPI,18.0,0
TXN-11936,CUST-484,2023-03-22 16:00:00,Clothing,16.93,Debit Card,45.0,1
TXN-11937,CUST-737,2023-03-22 17:00:00,Books,97.13,PayPal,25.0,0
TXN-11938,CUST-842,2023-03-22 18:00:00,Beauty,95.99,Debit Card,,0
TXN-11939,CUST-673,2023-03-22 19:00:00,Home & Kitchen,147.13,Debit Card,,0
TXN-11940,CUST-956,2023-03-22 20:00:00,Clothing,147.84,Credit Card,18.0,0
TXN-11941,CUST-316,2023-03-22 21:00:00,Clothing,53.12,UPI,60.0,0
TXN-11942,CUST-771,2023-03-22 22:00:00,Books,137.54,PayPal,34.0,0
TXN-11943,CUST-897,2023-03-22 23:00:00,Books,117.04,Credit Card,34.0,0
TXN-11944,CUST-894,2023-03-23 00:00:00,Electronics,125.06,Debit Card,60.0,1
TXN-11945,CUST-866,2023-03-23 01:00:00,Electronics,95.45,Credit Card,45.0,0
TXN-11946,CUST-306,2023-03-23 02:00:00,Electronics,117.53,Debit Card,18.0,0
TXN-11947,CUST-891,2023-03-23 03:00:00,Books,166.01,PayPal,45.0,0
TXN-11948,CUST-912,2023-03-23 04:00:00,Electronics,124.49,Debit Card,34.0,0
TXN-11949,CUST-559,2023-03-23 05:00:00,Electronics,118.3,Credit Card,,0
TXN-11950,CUST-484,2023-03-23 06:00:00,Home & Kitchen,100.83,Credit Card,34.0,0
TXN-11951,CUST-140,2023-03-23 07:00:00,Electronics,162.09,Debit Card,52.0,0
TXN-11952,CUST-574,2023-03-23 08:00:00,Clothing,68.77,UPI,34.0,1
TXN-11953,CUST-954,2023-03-23 09:00:00,Books,87.92,Credit Card,25.0,0
TXN-11954,CUST-748,2023-03-23 10:00:00,Beauty,66.47,UPI,52.0,0
TXN-11955,CUST-971,2023-03-23 11:00:00,Home & Kitchen,128.03,UPI,45.0,1
TXN-11956,CUST-132,2023-03-23 12:00:00,Books,167.19,UPI,34.0,0
TXN-11957,CUST-132,2023-03-23 13:00:00,Books,106.85,UPI,60.0,0
TXN-11958,CUST-620,2023-03-23 14:00:00,Clothing,77.22,Credit Card,25.0,0
TXN-11959,CUST-333,2023-03-23 15:00:00,Electronics,185.46,Credit Card,52.0,0
TXN-11960,CUST-491,2023-03-23 16:00:00,Clothing,138.05,UPI,25.0,0
TXN-11961,CUST-602,2023-03-23 17:00:00,Electronics,131.1,Credit Card,52.0,0
TXN-11962,CUST-324,2023-03-23 18:00:00,Electronics,112.39,UPI,52.0,1
TXN-11963,CUST-382,2023-03-23 19:00:00,Books,146.76,UPI,52.0,0
TXN-11964,CUST-677,2023-03-23 20:00:00,Electronics,130.47,UPI,60.0,1
TXN-11965,CUST-485,2023-03-23 21:00:00,Home & Kitchen,100.75,Debit Card,45.0,1
TXN-11966,CUST-665,2023-03-23 22:00:00,Home & Kitchen,107.45,PayPal,52.0,0
TXN-11967,CUST-147,2023-03-23 23:00:00,Home & Kitchen,79.2,Credit Card,52.0,1
TXN-11968,CUST-776,2023-03-24 00:00:00,Books,74.22,Credit Card,25.0,0
TXN-11969,CUST-408,2023-03-24 01:00:00,Clothing,108.13,UPI,52.0,1
TXN-11970,CUST-283,2023-03-24 02:00:00,Beauty,166.17,Debit Card,45.0,0
TXN-11971,CUST-835,2023-03-24 03:00:00,Electronics,78.63,Debit Card,,1
TXN-11972,CUST-212,2023-03-24 04:00:00,Beauty,153.45,Credit Card,60.0,0
TXN-11973,CUST-291,2023-03-24 05:00:00,Clothing,88.04,UPI,60.0,1
TXN-11974,CUST-897,2023-03-24 06:00:00,Clothing,48.54,Credit Card,25.0,0
TXN-11975,CUST-538,2023-03-24 07:00:00,Books,141.86,UPI,,0
TXN-11976,CUST-666,2023-03-24 08:00:00,Home & Kitchen,185.15,UPI,52.0,0
TXN-11977,CUST-261,2023-03-24 09:00:00,Home & Kitchen,85.77,PayPal,25.0,0
TXN-11978,CUST-871,2023-03-24 10:00:00,Clothing,57.21,UPI,60.0,0
TXN-11979,CUST-799,2023-03-24 11:00:00,Books,138.2,PayPal,45.0,0
TXN-11980,CUST-771,2023-03-24 12:00:00,Books,83.07,Credit Card,25.0,0
TXN-11981,CUST-970,2023-03-24 13:00:00,Electronics,141.47,Credit Card,45.0,0
TXN-11982,CUST-506,2023-03-24 14:00:00,Home & Kitchen,166.06,Debit Card,,0
TXN-11983,CUST-340,2023-03-24 15:00:00,Clothing,133.22,PayPal,,0
TXN-11984,CUST-960,2023-03-24 16:00:00,Beauty,152.39,Credit Card,34.0,1
TXN-11985,CUST-848,2023-03-24 17:00:00,Home & Kitchen,152.66,PayPal,52.0,0
TXN-11986,CUST-592,2023-03-24 18:00:00,Electronics,159.6,Credit Card,45.0,0
TXN-11987,CUST-763,2023-03-24 19:00:00,Books,121.81,PayPal,52.0,0
TXN-11988,CUST-869,2023-03-24 20:00:00,Clothing,151.16,PayPal,,1
TXN-11989,CUST-376,2023-03-24 21:00:00,Home & Kitchen,126.58,UPI,45.0,0
TXN-11990,CUST-610,2023-03-24 22:00:00,Beauty,135.65,Credit Card,18.0,0
TXN-11991,CUST-819,2023-03-24 23:00:00,Electronics,242.07,Debit Card,,0
TXN-11992,CUST-346,2023-03-25 00:00:00,Electronics,129.66,UPI,18.0,1
TXN-11993,CUST-228,2023-03-25 01:00:00,Home & Kitchen,60.09,Debit Card,18.0,0
TXN-11994,CUST-458,2023-03-25 02:00:00,Beauty,112.1,PayPal,,0
TXN-11995,CUST-978,2023-03-25 03:00:00,Electronics,107.58,UPI,45.0,0
TXN-11996,CUST-774,2023-03-25 04:00:00,Clothing,109.41,PayPal,60.0,1
TXN-11997,CUST-195,2023-03-25 05:00:00,Electronics,158.14,Credit Card,60.0,0
TXN-11998,CUST-127,2023-03-25 06:00:00,Beauty,165.22,Credit Card,52.0,0
TXN-11999,CUST-191,2023-03-25 07:00:00,Books,115.77,Debit Card,18.0,0
TXN-12000,CUST-747,2023-03-25 08:00:00,Books,64.33,Credit Card,52.0,1
TXN-12001,CUST-180,2023-03-25 09:00:00,Home & Kitchen,123.96,Debit Card,45.0,0
TXN-12002,CUST-960,2023-03-25 10:00:00,Beauty,98.26,PayPal,52.0,0
TXN-12003,CUST-351,2023-03-25 11:00:00,Electronics,128.42,UPI,52.0,0
TXN-12004,CUST-382,2023-03-25 12:00:00,Electronics,115.16,Credit Card,18.0,0
TXN-12005,CUST-221,2023-03-25 13:00:00,Books,168.65,PayPal,,0
TXN-12006,CUST-555,2023-03-25 14:00:00,Books,130.99,UPI,60.0,0
TXN-12007,CUST-330,2023-03-25 15:00:00,Clothing,98.39,PayPal,25.0,0
TXN-12008,CUST-341,2023-03-25 16:00:00,Books,64.58,Debit Card,34.0,0
TXN-12009,CUST-152,2023-03-25 17:00:00,Clothing,118.08,PayPal,45.0,1
TXN-12010,CUST-430,2023-03-25 18:00:00,Electronics,118.22,Debit Card,45.0,0
TXN-12011,CUST-665,2023-03-25 19:00:00,Clothing,109.5,Debit Card,45.0,1
TXN-12012,CUST-417,2023-03-25 20:00:00,Clothing,151.01,Credit Card,34.0,0
TXN-12013,CUST-576,2023-03-25 21:00:00,Home & Kitchen,64.69,Debit Card,25.0,0
TXN-12014,CUST-230,2023-03-25 22:00:00,Books,89.5,Debit Card,60.0,0
TXN-12015,CUST-314,2023-03-25 23:00:00,Clothing,122.12,PayPal,52.0,0
TXN-12016,CUST-127,2023-03-26 00:00:00,Electronics,97.62,Debit Card,60.0,0
TXN-12017,CUST-558,2023-03-26 01:00:00,Beauty,105.73,Debit Card,45.0,0
TXN-12018,CUST-114,2023-03-26 02:00:00,Clothing,117.59,PayPal,52.0,1
TXN-12019,CUST-230,2023-03-26 03:00:00,Books,147.44,UPI,18.0,0
TXN-12020,CUST-527,2023-03-26 04:00:00,Home & Kitchen,115.98,Credit Card,60.0,0
TXN-12021,CUST-771,2023-03-26 05:00:00,Electronics,41.21,PayPal,18.0,0
TXN-12022,CUST-476,2023-03-26 06:00:00,Home & Kitchen,95.89,Debit Card,18.0,1
TXN-12023,CUST-997,2023-03-26 07:00:00,Beauty,139.83,PayPal,,0
TXN-12024,CUST-655,2023-03-26 08:00:00,Clothing,150.51,UPI,60.0,1
TXN-12025,CUST-555,2023-03-26 09:00:00,Clothing,152.71,PayPal,45.0,0
TXN-12026,CUST-195,2023-03-26 10:00:00,Books,164.05,PayPal,34.0,1
TXN-12027,CUST-238,2023-03-26 11:00:00,Clothing,124.74,PayPal,45.0,0
TXN-12028,CUST-978,2023-03-26 12:00:00,Electronics,130.53,PayPal,18.0,0
TXN-12029,CUST-238,2023-03-26 13:00:00,Beauty,79.44,Debit Card,18.0,1
TXN-12030,CUST-230,2023-03-26 14:00:00,Home & Kitchen,33.02,PayPal,45.0,0
TXN-12031,CUST-443,2023-03-26 15:00:00,Beauty,63.3,UPI,34.0,0
TXN-12032,CUST-844,2023-03-26 16:00:00,Clothing,91.93,PayPal,34.0,0
TXN-12033,CUST-827,2023-03-26 17:00:00,Home & Kitchen,65.61,PayPal,,0
